R-CH370-BKAGM1-E-1;Components > Chassis > Gaming Chassis;R 1 185;R 1 599;;;DeepCool CH370 BK ARGB ATX Gmaing Chassis;DeepCool;Product URL;1 Year;;;523;https://www.syntech.co.za/product/deepcool-ch370-micro-atx-gaming-chassis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
CMT260;Components > Chassis > Gaming Chassis;R 479;R 649;;CHAN;FSP CMT260 ATX Mid Tower Desktop Chassis - Black;FSP;Product URL;1 Year;;;524;https://www.syntech.co.za/product/fsp-cmt260-glass-side-panel-gpu-325mmcpu-170mm-atxmicro-atxmini-itx-gaming-chassis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
CST130A;Components > Chassis > Gaming Chassis;R 477;R 649;;CHAN;FSP CST130A Micro-ATX Gaming Chassis - Black;FSP;Product URL;1 Year;;;525;https://www.syntech.co.za/product/fsp-cst130a-micro-atx-mini-itx-gaming-chassis-3x-120mm-rgb-fans-included-tempered-glass-side-panel-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
M220-BA;Components > Chassis > Gaming Chassis;R 552;R 749;;CHAN;FSP M220 ATX Mid Tower Gaming Chassis - Black;FSP;Product URL;1 Year;;;526;https://www.syntech.co.za/product/__trashed-325/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
M220-WA;Components > Chassis > Gaming Chassis;R 589;R 799;;CHAN;FSP M220 ATX Mid Tower Gaming Chassis - White ;FSP;Product URL;1 Year;;;527;https://www.syntech.co.za/product/fsp-m220-atx-mid-tower-gaming-chassis-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
M340-BA;Components > Chassis > Gaming Chassis;R 959;R 1 299;;CHAN;FSP M340 ATX Mid Tower Gaming Chassis - Black;FSP;Product URL;1 Year;;;528;https://www.syntech.co.za/product/fsp-m340-argb-atx-gaming-chassis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
M580-BA;Components > Chassis > Gaming Chassis;R 1 629;R 2 199;;CHAN;FSP M580 ATX Mid Tower Gaming Chassis - Black;FSP;Product URL;1 Year;;;529;https://www.syntech.co.za/product/fsp-m580-atx-gaming-chassis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
M580-WA;Components > Chassis > Gaming Chassis;R 1 736;R 2 349;;CHAN;FSP M580 ATX Mid Tower Gaming Chassis - White ;FSP;Product URL;1 Year;;;530;https://www.syntech.co.za/product/fsp-m580-argb-atx-mid-tower-gaming-chassis-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
S140-BA;Components > Chassis > Gaming Chassis;R 442;R 599;;CHAN;FSP S140 M-ATX Mid Tower Gaming Chassis - Black;FSP;;1 Year;;;531;;;Motherboards;;;;;;;;;;;;;;;;;;
U580-BA;Components > Chassis > Gaming Chassis;R 1 555;R 2 099;;CHAN;FSP U580 ATX Ultra Tower Gaming Chassis - Black;FSP;Product URL;1 Year;;;532;https://www.syntech.co.za/product/fsp-u580-argb-atx-ultra-tower-gaming-chassis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
MAG FORGE 130A AIRFLOW;Components > Chassis > Gaming Chassis;R 627;R 849;;;MAG FORGE 130A AIRFLOW ATX GAMING CASE;MSI;Product URL;2 Year;;;533;https://www.syntech.co.za/product/msi-mag-forge-130a-airflow-atx-gaming-chassis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
MPG VELOX 100P;Components > Chassis > Gaming Chassis;R 2 218;R 2 999;;;MPG VELOX AIRFLOW 100P ATX GAMING CASE;MSI;Product URL;2 Year;;;534;https://www.syntech.co.za/product/msi-chassis-velox-airflow-100p-atx-bk/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
MAG FORGE M100A;Components > Chassis > Gaming Chassis;R 649;R 899;;;MSI MAG FORGE M100A mATX RGB GAMING CASE;MSI;Product URL;2 Year;;;535;https://www.syntech.co.za/product/msi-chassis-forge-m100a-matx/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
MAG FORGE 100R;Components > Chassis > Gaming Chassis;R 799;R 1 099;;;MSI MAG FORGE 100R ATX GAMING CASE;MSI;;2 Year;;;536;;;Motherboards;;;;;;;;;;;;;;;;;;
MAG FORGE 320R AIRFLOW;Components > Chassis > Gaming Chassis;R 1 031;R 1 399;;;MSI MAG FORGE 320R AIRFLOW ATX Gaming Chassis - Black;MSI;Product URL;2 Year;;;537;https://www.syntech.co.za/product/msi-mag-forge-320r-airflow-atx-gaming-chassis/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
MAG PANO 130R PZ;Components > Chassis > Gaming Chassis;R 1 257;R 1 699;;;MSI MAG PANO 130R PZ ATX Gaming Chassis - Black;MSI;Product URL;2 Year;;;538;https://www.syntech.co.za/product/msi-mag-pano-130r-pz-atx-gaming-chassis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
MAG FORGE 321R AIRFLOW;Components > Chassis > Gaming Chassis;R 1 299;R 1 799;;;MSI MAG FORGE 321R AIRFLOW Gaming Chassis - Black;MSI;;2 Year;;;539;;;Motherboards;;;;;;;;;;;;;;;;;;
MAG PANO 130R PZ WH;Components > Chassis > Gaming Chassis;R 1 334;R 1 799;;;MSI MAG PANO 130R PZ ATX Gaming Chassis - White;MSI;Product URL;2 Year;;;540;https://www.syntech.co.za/product/msi-mag-pano-130r-pz-atx-gaming-chassis-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
MAG PANO M100R PZ;Components > Chassis > Gaming Chassis;R 1 549;R 2 099;;;MSI MAG PANO M100R PZ mATX Gaming Chassis - Black;MSI;Product URL;2 Year;;;541;https://www.syntech.co.za/product/msi-mag-pano-m100r-pz-m-atx-argb-gaming-chassis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
MAG PANO M100R PZ WHITE;Components > Chassis > Gaming Chassis;R 2 071;R 2 799;;;MSI MAG PANO M100R PZ mATX Gaming Chassis - White;MSI;;2 Year;;;542;;;Motherboards;;;;;;;;;;;;;;;;;;
PAG PANO M110A;Components > Chassis > Gaming Chassis;R 549;R 749;;;PAG PANO M110A MATX GAMING CASE;MSI;Product URL;2 Year;;;543;https://www.syntech.co.za/product/msi-chassis-pag-pano-m110a-matx-bk/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
PRO FORGE M050A;Components > Chassis > Gaming Chassis;R 449;R 619;;;PRO FORGE M050A MATX GAMING CASE;MSI;Product URL;2 Year;;;549;https://www.syntech.co.za/product/msi-pro-forge-m050a-micro-atx-gaming-chassis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
da2;Components > Chassis > Office Chassis;;;;;;;;;;;550;;;Motherboards;;;;;;;;;;;;;;;;;;
P7 S;Components > Chassis > Office Chassis;R 784;R 1 059;;;Antec Chassis P7 Silent ATX BK;Antec;Product URL;2 Year;;;551;https://www.syntech.co.za/product/antec-p7-s-atx-mid-tower-chassis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
P20CE;Components > Chassis > Office Chassis;R 1 106;R 1 499;;;Antec Chassis P20CE ATX BK;Antec;Product URL;2 Year;;;552;https://www.syntech.co.za/product/antec-chassis-mid-tower-e-atx-micro-atx-gaming-chasis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
CMT223S;Components > Chassis > Office chassis;R 737;R 999;;CHAN;FSP CMT223S Silent ATX Mid Tower Desktop Chassis - Black;FSP;Product URL;1 Year;;;553;https://www.syntech.co.za/product/fsp-cmt223s-atx-mid-tower-chassis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
S120-B;Components > Chassis > Office chassis;R 330;R 449;;CHAN;FSP S120 M-ATX Small Tower Desktop Chassis - Black;FSP;Product URL;1 Year;;;554;https://www.syntech.co.za/product/fsp-s120-m-atx-mid-tower-desktop-chassis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
U500-B;Components > Chassis > Office chassis;R 1 703;R 2 299;;CHAN;FSP U500 E-ATX Workstation Chassis - Black;FSP;Product URL;1 Year;;;555;https://www.syntech.co.za/product/fsp-u500-e-atx-workstation-chassis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
U660-B;Components > Chassis > Office chassis;R 2 214;R 2 999;;CHAN;FSP U660 ATX Ultra Tower (Multi-HDD) Desktop Chassis - Black;FSP;Product URL;1 Year;;;556;https://www.syntech.co.za/product/fsp-u660-atx-ultra-tower-multi-hdd-desktop-chassis-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
PCB-CH-BLACKBOX;Components > Chassis > Office Chassis;R 739;R 999;;;PCBuilder Black Box Micro-ATX Chassis + 300W PSU;PCBUILDER;Product URL;1 Year;;;557;https://www.syntech.co.za/product/pcbuilder-black-box-micro-atx-chassis-300w-psu/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
PCB-CH-SECURE;Components > Chassis > Office Chassis;R 664;R 899;;;PCBuilder Secure Micro-ATX Chassis;PCBUILDER;;1 Year;;;559;;;Motherboards;;;;;;;;;;;;;;;;;;
da3;Components > Chassis > Workstation Chassis;;;;;;;;;;;560;;;Motherboards;;;;;;;;;;;;;;;;;;
PCB-RM-4U;Components > Chassis > Workstation Chassis;R 1 693;R 2 599;;;PCBuilder 4U Rackmount 450mm Deep Max ATX Chassis;PCBUILDER;;1 Year;;;561;;;Motherboards;;;;;;;;;;;;;;;;;;
PCB-RM-4U-80M;Components > Chassis > Workstation Chassis;R 685;R 1 049;;;PCBuilder Rail Kit 800mm for PCB-RM-4U;PCBUILDER;;1 Year;;;562;;;Motherboards;;;;;;;;;;;;;;;;;;
db0;Components > Controllers & lighting;;;;;;;;;;;563;;;Motherboards;;;;;;;;;;;;;;;;;;
90-BCA000-00XAYZ;Components > Controllers & lighting;R 119;R 159;;;ASRock DEKSMINI ARGB LED Strip;Asrock;Product URL;2 Year;;;564;https://www.syntech.co.za/product/asrock-deskmini-argb-led-strip/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
BHR4838GL;Components > Controllers & lighting;R 885;R 1 199;;RETAIL;Xiaomi Computer Monitor Light Bar;Xiaomi;Product URL;1 Year;;;565;https://www.syntech.co.za/product/xiaomi-computer-monitor-light-bar/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
dc0;Components > Cooling;;;;;;;;;;;566;;;Motherboards;;;;;;;;;;;;;;;;;;
dc1;Components > Cooling > Air Coolers;;;;;;;;;;;567;;;Motherboards;;;;;;;;;;;;;;;;;;
A30 PRO;Components > Cooling > Air Coolers;R 134;R 189;;;Antec A30 PRO 95mm Air CPU Cooler ;Antec;Product URL;3 Year;;;568;https://www.syntech.co.za/product/antec-cpu-fan-a30-92mm/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
R-AK400G2-BKNNMN-GJD;Components > Cooling > Air Coolers;R 487;R 699;;;DeepCool AK400 Zero Dark Air Cooler Black;DeepCool;Product URL;3 Year;;;569;https://www.syntech.co.za/product/deepcool-ak400-g2-dark-120mm-cpu-air-cooler-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
R-AK400G2-WHNNMN-GJD;Components > Cooling > Air Coolers;R 487;R 699;;;DeepCool AK400 Air Cooler White;DeepCool;Product URL;3 Year;;;570;https://www.syntech.co.za/product/deepcool-ak400-g2-120mm-cpu-air-cooler-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
R-AK500S-BKADMN-GJD;Components > Cooling > Air Coolers;R 484;R 699;;;DeepCool AK500S DIGITAL SE Air Cooler Black;DeepCool;Product URL;3 Year;;;571;https://www.syntech.co.za/product/deepcool-ak500s-digital-120mm-air-cpu-cooler-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
R-AK620G2-BKNNMN-GJD;Components > Cooling > Air Coolers;R 907;R 1 299;;;DeepCool AK620 Air Cooler Black;DeepCool;Product URL;3 Year;;;572;https://www.syntech.co.za/product/deepcool-ak620-g2-120mm-cpu-air-cooler-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
R-AK620G2-WHNNMN-GJD;Components > Cooling > Air Coolers;R 907;R 1 299;;;DeepCool AK620 Air Cooler White;DeepCool;Product URL;3 Year;;;573;https://www.syntech.co.za/product/deepcool-ak620-g2-120mm-cpu-air-cooler-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
DP-MCAL-GA;Components > Cooling > Air Coolers;R 81;R 119;;;DeepCool Gamma Archer Air Cooler;DeepCool;Product URL;2 Year;;;574;https://www.syntech.co.za/product/deepcool-gamma-archer-120mm-cpu-cooler-black-blue/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
DP-MCH2-IEMV2;Components > Cooling > Air Coolers;R 90;R 129;;;DeepCool Ice Edge Mini FS V2 Air Cooler;DeepCool;Product URL;2 Year;;;575;https://www.syntech.co.za/product/deepcool-ice-edge-mini-fs-v2-0-80mm-cpu-air-cooler-blue/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
NP5-B;Components > Cooling > Air coolers;R 369;R 499;;CHAN;FSP NP5-B 120mm CPU Air Cooler Single Tower Black;FSP;Product URL;1 Year;;;576;https://www.syntech.co.za/product/__trashed-352/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
NP5-BA;Components > Cooling > Air coolers;R 405;R 549;;CHAN;FSP NP5-BA 120mm ARGB CPU Air Cooler Single Tower Black;FSP;Product URL;1 Year;;;577;https://www.syntech.co.za/product/fsp-np5-ba-120mm-pwm-argb-cpu-air-cooler-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
MP7-B;Components > Cooling > Air coolers;R 703;R 949;;CHAN;FSP NP7-B 120mm CPU Air Cooler Dual Tower Black;FSP;Product URL;1 Year;;;578;https://www.syntech.co.za/product/fsp-mp7-b-120mm-pwm-cpu-air-cooler-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
MP7-BA;Components > Cooling > Air coolers;R 738;R 999;;CHAN;FSP NP7-BA 120mm ARGB CPU Air Cooler Dual Tower Black;FSP;Product URL;1 Year;;;579;https://www.syntech.co.za/product/fsp-mp7-ba-120mm-pwm-argb-cpu-air-cooler-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
MAGCOREFROZRAA13;Components > Cooling > Air Coolers;R 334;R 449;;;MSI MAG COREFROZR AA13 CPU Air Cooler;MSI;Product URL;1 Year;;;580;https://www.syntech.co.za/product/msi-mag-corefrozr-aa13-120mm-cpu-air-cooler-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
MAGCOREFROZRAA13WH;Components > Cooling > Air Coolers;R 331;R 449;;;MSI MAG COREFROZR AA13 CPU Air Cooler - WH;MSI;Product URL;1 Year;;;581;https://www.syntech.co.za/product/msi-mag-corefrozr-aa13-120mm-cpu-air-cooler-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
PCB-CA-CYCLONE-1700;Components > Cooling > Air Coolers;R 139;R 189;;;PCBuilder CYCLONE LGA 1700 CPU Cooler;PCBUILDER;Product URL;1 Year;;;582;https://www.syntech.co.za/product/pcbuilder-cyclone-intel-lga-1700-air-cooler/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
PCB-CA-TYPHOON-90;Components > Cooling > Air Coolers;R 134;R 179;;;PCBuilder Typhoon Cool 90MM ARGB AIR CPU Cooler;PCBUILDER;Product URL;1 Year;;;583;https://www.syntech.co.za/product/pcbuilder-tyhpoon-cool-90mm-air-cpu-cooler-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
PCB-CA-TYPHOON-120;Components > Cooling > Air Coolers;R 168;R 229;;;PCBuilder Typhoon Ice 120MM ARGB AIR CPU Cooler;PCBUILDER;Product URL;1 Year;;;584;https://www.syntech.co.za/product/pcbuilder-cpu-fan-typhoon-ice-120mm-argb/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
dc2;Components > Cooling > Case Fans;;;;;;;;;;;585;;;Motherboards;;;;;;;;;;;;;;;;;;
C120 ARGB 3PK BK;Components > Cooling > Case Fans;R 273;R 389;;;Antec CONNECT PWM 120mm ARGB Case Fan 3 Pack Black;Antec;Product URL;1 Year;;;586;https://www.syntech.co.za/product/antec-connect-120-argb-pwm-fan-3-pack-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
C120R ARGB 3PK BK;Components > Cooling > Case Fans;R 273;R 389;;;Antec CONNECT PWM 120mm ARGB Reverse Case Fan 3 Pack Black;Antec;Product URL;1 Year;;;587;https://www.syntech.co.za/product/antec-connect-120-reverse-argb-pwm-fan-3-pack-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
C120 ARGB 3PK WH;Components > Cooling > Case Fans;R 295;R 419;;;Antec CONNECT PWM 120mm ARGB Case Fan 3 Pack White;Antec;Product URL;1 Year;;;588;https://www.syntech.co.za/product/antec-connect-120-argb-pwm-fan-3-pack-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
C120R ARGB 3PK WH;Components > Cooling > Case Fans;R 295;R 419;;;Antec CONNECT PWM 120mm ARGB Reverse Case Fan 3 Pack White;Antec;Product URL;1 Year;;;589;https://www.syntech.co.za/product/antec-connect-120-reverse-argb-pwm-fan-3-pack-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
NOVA 120;Components > Cooling > Case Fans;R 246;R 349;;;Antec NOVA PWM 120mm Case Fan Black;Antec;Product URL;5 Year;;;590;https://www.syntech.co.za/product/antec-nova-120-pwm-fan-with-speed-controller-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
NOVA 120 W;Components > Cooling > Case Fans;R 246;R 349;;;Antec NOVA PWM 120mm Case Fan White;Antec;Product URL;5 Year;;;591;https://www.syntech.co.za/product/antec-nova-pwm-120mm-case-fan-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
NOVA 120 3PK;Components > Cooling > Case Fans;R 644;R 929;;;Antec NOVA PWM 120mm Case Fan 3 Pack Black;Antec;Product URL;5 Year;;;592;https://www.syntech.co.za/product/antec-nova-120-pwm-fan-3-pack-with-speed-controller-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
ORBIT 120 3PK;Components > Cooling > Case Fans;R 699;R 999;;;Antec ORBIT PWM 120mm ARGB Infinity Mirror Case Fan 3 Pack Black;Antec;Product URL;3 Year;;;593;https://www.syntech.co.za/product/antec-orbit-pwm-120mm-argb-fan-3-pack-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
P12R ARGB BLK;Components > Cooling > Case Fans;R 78;R 109;;;Antec P12 PWM 120mm ARGB Reverse Case Fan Black;Antec;Product URL;1 Year;;;594;https://www.syntech.co.za/product/antec-p12-pwm-120mm-argb-reverse-case-fan-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
P12R ARGB WHT;Components > Cooling > Case Fans;R 85;R 119;;;Antec P12 PWM 120mm ARGB Reverse Case Fan White;Antec;Product URL;1 Year;;;595;https://www.syntech.co.za/product/antec-p12-pwm-120mm-argb-reverse-case-fan-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
P12 ARGB BLK;Components > Cooling > Case Fans;R 269;R 389;;;Antec P12 PWM 120mm ARGB Case Fan 3 Pack Black - includes splitter cable;Antec;Product URL;1 Year;;;596;https://www.syntech.co.za/product/antec-p12-argb-120-pwm-case-fan-3-pack-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
VISION 120 3PK;Components > Cooling > Case Fans;R 271;R 389;;;Antec VISION PWM 120mm ARGB Infinity Mirror Case Fan 3 Pack Black;Antec;Product URL;1 Year;;;597;https://www.syntech.co.za/product/antec-vision-pwm-120mm-argb-infinity-mirror-case-fan-3-pack-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
VISION 120R 3PK;Components > Cooling > Case Fans;R 271;R 389;;;Antec VISION PWM 120mm ARGB Reverse Infinity Mirror Case Fan 3 Pack Black;Antec;Product URL;1 Year;;;598;https://www.syntech.co.za/product/antec-vision-pwm-120mm-argb-reverse-infinity-mirror-case-fan-3-pack-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
R-FL12SE-BKAPN1-G;Components > Cooling > Case Fans;R 112;R 159;;;DeepCool FL12 SE 120 ARGB Case Fan Black;DeepCool;Product URL;5 Year;;;599;https://www.syntech.co.za/product/deepcool-fl12-se-120mm-argb-pwm-fan-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
R-FL12SE-BKAPN3-G;Components > Cooling > Case Fans;R 307;R 439;;;DeepCool FL12 SE 120 ARGB 3PACK Case Fan Black;DeepCool;Product URL;5 Year;;;600;https://www.syntech.co.za/product/deepcool-fl12-3-in-1-argb-120mm-fan-3-pack-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
R-FL12SE-WHAPN3-G;Components > Cooling > Case Fans;R 318;R 459;;;DeepCool FL12 SE 120 ARGB 3PACK Case Fan White;DeepCool;Product URL;5 Year;;;601;https://www.syntech.co.za/product/deepcool-fl12-3-in-1-argb-120mm-fan-3-pack-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
R-FL12RSE-BKAPN3-G;Components > Cooling > Case Fans;R 329;R 469;;;DeepCool FL12 SE Reverse 120 ARGB 3PACK Case Fan Black;DeepCool;Product URL;5 Year;;;602;https://www.syntech.co.za/product/deepcool-fl12-3-in-1-argb-120mm-pwm-3-fan-pack-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
DP-FDC-XF80;Components > Cooling > Case Fans;R 20;R 29;;;DeepCool XFAN 80 Case Fan Black;DeepCool;Product URL;1 Year;;;603;https://www.syntech.co.za/product/deepcool-xfan-80mm-case-fan-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
DP-FDC-XF120;Components > Cooling > Case Fans;R 38;R 49;;;DeepCool XFAN 120 Case Fan Black;DeepCool;Product URL;1 Year;;;604;https://www.syntech.co.za/product/deepcool-xfan-120mm-case-fan-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
ZENFAN-BA;Components > Cooling > Case Fans;R 183;R 249;;CHAN;FSP ZenFan 120mm ARGB Case Fan Black;FSP;Product URL;1 Year;;;605;https://www.syntech.co.za/product/fsp-zenfan-120mm-argb-pwm-smart-fan-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
PCB-CF-STORM;Components > Cooling > Case Fans;R 73;R 99;;;PCBuilder Storm 120MM Case Fan;PCBUILDER;Product URL;1 Year;;;606;https://www.syntech.co.za/product/pcbuilder-storm-prism-120mm-argb-fan-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
PCB-CF-TEMP-I120;Components > Cooling > Case Fans;R 74;R 99;;;PCBuilder Tempest Chill 120MM ARGB Inner Glow Fan ;PCBUILDER;Product URL;1 Year;;;607;https://www.syntech.co.za/product/pcbuilder-tempest-chill-120mm-argb-inner-glow-fan/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
PCB-CF-TEMP-O120;Components > Cooling > Case Fans;R 74;R 99;;;PCBuilder Tempest Chill 120MM ARGB Outer Glow Fan ;PCBUILDER;;1 Year;;;608;;;Motherboards;;;;;;;;;;;;;;;;;;
PCB-CF-TEMP-D120;Components > Cooling > Case Fans;R 100;R 129;;;PCBuilder Tempest Chill 120MM ARGB Dual Glow Fan ;PCBUILDER;;1 Year;;;609;;;Motherboards;;;;;;;;;;;;;;;;;;
PCB-CF-TEMP-DKIT;Components > Cooling > Case Fans;R 413;R 559;;;PCBuilder Tempest Chill Fan Kit 3x120MM Dual Glow ARGB Fan + Controller + RF Remote ;PCBUILDER;Product URL;1 Year;;;610;https://www.syntech.co.za/product/pcbuilder-tempest-chill-fan-kit-3x120mm-dual-glow-argb-fan-controller-rf-remote/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
PCB-CF-TORNADO-120;Components > Cooling > Case Fans;R 58;R 79;;;PCBuilder Tornado Chill ARGB 120MM Case Fan;PCBUILDER;Product URL;1 Year;;;611;https://www.syntech.co.za/product/pcbuilder-tornado-chill-120mm-argb-fan-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
PCB-CF-TORNADO-KIT;Components > Cooling > Case Fans;R 255;R 349;;;PCBuilder Tornado Chill ARGB Fan Kit;PCBUILDER;Product URL;1 Year;;;612;https://www.syntech.co.za/product/pcbuilder-tornado-chill-argb-120mm-fan-kit/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
dc3;Components > Cooling > Liquid Coolers;;;;;;;;;;;613;;;Motherboards;;;;;;;;;;;;;;;;;;
LUNA 360 ARGB;Components > Cooling > Liquid Coolers;R 740;R 999;;;Antec Luna 360 ARGB CPU Liquid Cooler Black;Antec;Product URL;2 Year;;;614;https://www.syntech.co.za/product/antec-luna-360-argb-cpu-liquid-cooler-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
LUNA 360 ARGB W;Components > Cooling > Liquid Coolers;R 784;R 1 059;;;Antec Luna 360 ARGB CPU Liquid Cooler White;Antec;Product URL;2 Year;;;615;https://www.syntech.co.za/product/antec-luna-360-argb-cpu-liquid-cooler-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
SKELETON 240 ARGB;Components > Cooling > Liquid Coolers;R 894;R 1 209;;;Antec Skeleton 240 ARGB CPU Liquid Cooler Black;Antec;Product URL;3 Year;;;616;https://www.syntech.co.za/product/antec-skeleton-240-argb-cpu-liquid-cooler-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
SKELETON 360 ARGB;Components > Cooling > Liquid Coolers;R 1 012;R 1 369;;;Antec Skeleton 360 ARGB CPU Liquid Cooler Black;Antec;Product URL;3 Year;;;617;https://www.syntech.co.za/product/antec-skeleton-360-argb-cpu-liquid-cooler-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
SKELETON 360 ARGB W;Components > Cooling > Liquid Coolers;R 1 066;R 1 439;;;Antec Skeleton 360 ARGB CPU Liquid Cooler White;Antec;Product URL;3 Year;;;618;https://www.syntech.co.za/product/antec-skeleton-360-argb-cpu-liquid-cooler-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
VORTEX LUM 240 ARGB;Components > Cooling > Liquid Coolers;R 889;R 1 199;;;Antec Vortex LUM 240 ARGB CPU Liquid Cooler Black;Antec;Product URL;3 Year;;;619;https://www.syntech.co.za/product/antec-vortex-lum-240-argb-aio-cpu-liquid-cooler-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
VORTEX LUM 360 ARGB W;Components > Cooling > Liquid Coolers;R 1 180;R 1 599;;;Antec Vortex LUM 360 ARGB CPU Liquid Cooler White;Antec;Product URL;3 Year;;;620;https://www.syntech.co.za/product/antec-vortex-lum-360-argb-aio-cpu-liquid-cooler-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
TUFGAMINGLCIII360ARGBLCD;Components > Cooling > Liquid Coolers;R 3 398;R 4 599;;;ASUS TUF GAMING 360MM LCD ARGB AIO Liquid CPU Cooler;ASUS;;6 Year;;;621;;;Motherboards;;;;;;;;;;;;;;;;;;
MAXGAMINGLC360ARGBLCD;Components > Cooling > Liquid Coolers;R 1 775;R 2 399;;;ASUS MAX GAMING 360MM LCD ARGB AIO Liquid CPU Cooler;ASUS;Product URL;6 Year;;;622;https://www.syntech.co.za/product/asus-max-gaming-lc-360-argb-lcd-all-in-one-cpu-liquid-cooler-black/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
MAXGAMINGLC360ARGBLCDWHT;Components > Cooling > Liquid Coolers;R 1 923;R 2 599;;;ASUS MAX GAMING 360MM LCD ARGB AIO Liquid CPU Cooler - WH;ASUS;Product URL;6 Year;;;623;https://www.syntech.co.za/product/asus-max-gaming-lc-360-argb-lcd-all-in-one-cpu-liquid-cooler-white/;Product URL;Motherboards;;;;;;;;;;;;;;;;;;
